형태소,품사,분류,카운트
/,Punctuation,0:00 / 20:54,1
/,Punctuation,180721 WATERBOMB 2018 - JAY PARK / 박재범,1
/,Punctuation,1회차 선미만 봄 / 2회차 여자댄서분들 / 3회차 남자댄서분들 / 4회차 다시봄. ,3
/,Punctuation,"27,""1회차 선미만 봄 / 2회차 여자댄서분들 / 3회차 남자댄서분들 / 4회차 다시봄. ",3
/,Punctuation,"389,Can someone tell who’s the dancer who’s about 18:00/18:04 in front of her?",1
/,Punctuation,Can someone tell who’s the dancer who’s about 18:00/18:04 in front of her?,1
/,Punctuation,"[4K] MAMAMOO's KILLING VOICE with perfect HARMONY/Egoistic, HIP, Dinga, AYA | Dingo Music",1
/,Punctuation,딩고 뮤직 / dingo music,1
/,Punctuation,스브스케이팝 / SBS KPOP,1
//,Punctuation,"373,ขอโทษที่มองแต่เดนซ์เซอร์นะคะ T_T //อดจายไม่หวายจิงๆ",1
//,Punctuation,ขอโทษที่มองแต่เดนซ์เซอร์นะคะ T_T //อดจายไม่หวายจิงๆ,1
0,Number,"0,""SKIP NAVIGATION",1
0,Number,habibi 0,1
009,Number,009,1
01:30,Number,01:30,1
01:30,Number,"452,01:30",1
0824,Number,dreaminadream0824,1
09,Number,09반 4번박솔빈,1
0997,Number,army 0997,1
0:00,Number,0:00 / 20:54,1
0:00,Number,0:00 뽀송,1
0:00,Number,"240,""0:00 뽀송",1
0:09,Number,0:09~0:19 남자 눈 때찌!,1
0:09,Number,"508,0:09~0:19 남자 눈 때찌!",1
0:11,Number,0:11 남자 댄서분 어딜보세요????,1
0:11,Number,"517,0:11 남자 댄서분 어딜보세요????",1
0:12,Number,0:12 did he just stare at her body for a while?,1
0:12,Number,"564,0:12 did he just stare at her body for a while?",1
0:19,Number,0:09~0:19 남자 눈 때찌!,1
0:19,Number,"508,0:09~0:19 남자 눈 때찌!",1
1,Number,1,95
1,Number,1 day ago,1
1,Number,1 month ago,5
1,Number,1 month ago (edited),1
1,Number,1 week ago,3
1,Number,1 year ago,103
1,Number,1 year ago (edited),10
1,Number,"1,""▶ 2018.07.21 @잠실 종합운동장",1
1,Number,1M views,1
1,Number,1theK Originals - 원더케이 오리지널,1
1,Number,[𝙥𝙡𝙖𝙮𝙡𝙞𝙨𝙩] 2NE1 best songs all songs | no ads,1
1,Number,หมวยอึ้ง 1คําถาม,1
1,Number,🎧수현 Playlist🎧 천상의 목소리 '수현' 시즌 전곡 모음집 1탄 | 비긴어게인 모아듣기,1
"1,033",Number,"1,033 Comments",1
1.4,Number,1.4K,1
1.47,Number,1.47M subscribers,1
1.8,Number,1.8K,2
1.9,Number,1.9M views,1
10,Number,10,1
10,Number,10 months ago,12
10,Number,"10,1:54 he’s like “excuse me Sunmi why are you walking away we have to dance” 😂😂😂",1
10,Number,View 10 replies,2
100,Number,"100,웃는거 개멋져요 언니ㅠㅜㅠ",1
100,Number,"237,솔찍히 선미가 현아보다 100배 섹시하다. 목소리도.",1
100,Number,솔찍히 선미가 현아보다 100배 섹시하다. 목소리도.,1
1000%,Number,"308,어! 거기에 1:31에 약간 프듀에 나온 1000%만드신분이랑 닮았다",1
1000%,Number,어! 거기에 1:31에 약간 프듀에 나온 1000%만드신분이랑 닮았다,1
101,Number,"101,선미 허리 진짜 워너비",1
102,Number,"102,백댄서 4명 다 잘생긴거 보소",1
103,Number,103,1
103,Number,"103,19:21 out of topic but those feets dancing in that bridge (?) ME",1
104,Number,"104,sunmi's guy back up dancers just made me gayer",1
105,Number,105,1
105,Number,"105,""The only thing I can see of this hole video is, that water is splashing from every angle 😂🌊""",1
106,Number,"106,선미님 ㅈㄴ멋쁨",1
107,Number,"107,""Everyone is so talented and good looking, I don’t know who to focus on 😩""",1
108,Number,"108,I thought only YG dancers that got looks and skills.. yet those 4 mens... 😍😍😍 and the girls also kill it!!!!!",1
109,Number,"109,8:12 ❤️",1
10:00,Number,10:00,1
10:18,Number,10:18,1
10:25,Number,10:25 ~ 10:35 콩콩 아장아장 폴짝폴짝 거리는거 귀여워,1
10:25,Number,"167,10:25 ~ 10:35 콩콩 아장아장 폴짝폴짝 거리는거 귀여워",1
10:35,Number,10:25 ~ 10:35 콩콩 아장아장 폴짝폴짝 거리는거 귀여워,1
10:35,Number,"167,10:25 ~ 10:35 콩콩 아장아장 폴짝폴짝 거리는거 귀여워",1
11,Number,11,3
11,Number,11 months ago,21
11,Number,11 months ago (edited),2
11,Number,"11,""12:35 ",1
11,Number,View 11 replies,1
110,Number,"110,11:43 시발 이거다 이것이 바로 나의 유토피아",1
111,Number,"111,""80% sunmi comment",1
112,Number,112,1
112,Number,"112,바지가 좀 더 길엇으면 좋겟다",1
1127,Number,petersu_1127,1
113,Number,"113,""If Sunmi takes off her shirt too in a performance, it will be the next big trend within girl groups.""",1
114,Number,"114,17:34 가시나",1
115,Number,"115,""선미 진짜 섹시하고 귀엽고 실력있고",1
116,Number,"116,只有宣美能这样的性感而不色情吧！他的那个舞伴我喜欢好久了 出道吧好不好！",1
117,Number,"117,본인등판 보고 왔습니다 ㅋㅋㅋ",1
118,Number,"118,선미 무대 최고! 보통 밑바닥 앉는거 잘 안 하던데 풀로 춤 안 춰주는데 엄청 성의있네 우리 선미",1
119,Number,"119,여신......",1
11:40,Number,11:40 여관중들 함성에 개놀람 이유: 백댄서 윗통까고등장,1
11:40,Number,"18,11:40 여관중들 함성에 개놀람 이유: 백댄서 윗통까고등장",1
11:43,Number,"110,11:43 시발 이거다 이것이 바로 나의 유토피아",1
11:43,Number,11:43 esto se va a descontar xD,1
11:43,Number,11:43 선미 표정ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 시방 머시여 하는ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
11:43,Number,11:43 시발 이거다 이것이 바로 나의 유토피아,1
11:43,Number,"146,11:43 esto se va a descontar xD",1
11:43,Number,"166,11:43 선미 표정ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 시방 머시여 하는ㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1
11:48,Number,11:48 남자댄서 등장하자 초점 안맞는겈ㅋㅋㅋ 이 영상 몇번을 봤는데 ,1
11:48,Number,"55,""11:48 남자댄서 등장하자 초점 안맞는겈ㅋㅋㅋ 이 영상 몇번을 봤는데 ",1
12,Number,12,4
12,Number,"12,Sorry Sunmi 😂😂 my eyes get on male dancer 6 packs 😂",1
12,Number,View 12 replies,1
120,Number,120,2
120,Number,"120,18:25 😳",1
121,Number,"121,남자댄서오진다",1
122,Number,122,1
122,Number,"122,와 이때 진짜 선미 인형",1
123,Number,123,1
123,Number,"123,차현승님 맞나요ㅠㅠㅠ진짜 완벽쓰..",1
124,Number,"124,언니몸매진짜 탑이야탑......진짜ㅠㅠ",1
125,Number,"125,아니 선미야 대체 이게 무슨일이냐...",1
126,Number,"126,부럽다 뼈 얇고 선 예쁘고 하얘서 ㅅㅂ 나는 덩치커서 저렇게 안되는데",1
127,Number,"127,저 옷 구찌 수영복이지만 구찌 홈페이지에는 티셔츠카테고리에 들어있다는 그 옷인가보다...예쁘다...",1
128,Number,"128,남자 백댄서중에 한명 계속 막 웃는데 막 너무 설레는거 알아? 아니 웃는거 뭐 얼마나 별거라고 아 근데 웃는거 아무리 봐도 귀엽단 말이야",1
129,Number,"129,아니 백댄서 분들 와 진짜ㅠㅠㅠㅠ와ㅠㅠㅠㅠ",1
12:00,Number,"532,name of the song? :( 12:00",1
12:00,Number,name of the song? :( 12:00,1
12:03,Number,12:03 😍😍❤️,1
12:03,Number,"212,12:03 😍😍❤️",1
12:10,Number,12:10,1
12:10,Number,"388,12:10",1
12:16,Number,"327,현익 댄서님 좌표.. 진짜 미쳐버림  ....... 1:15   9:18   12:16  18:02  18:24",1
12:16,Number,현익 댄서님 좌표.. 진짜 미쳐버림  ....... 1:15   9:18   12:16  18:02  18:24,1
12:17,Number,12:17 ... am I the only one who wants to know who the smiling dancer is?,1
12:17,Number,12:17 와 .. 웃으시는거 존잘 ..😭❤️❤️,1
12:17,Number,"174,12:17 와 .. 웃으시는거 존잘 ..😭❤️❤️",1
12:17,Number,"483,12:17 ... am I the only one who wants to know who the smiling dancer is?",1
12:17,Number,"89,that backup dancer in scarf green looks hella hot and cute HOW CAN HE SMILE THAT CUTE  12:17",1
12:17,Number,that backup dancer in scarf green looks hella hot and cute HOW CAN HE SMILE THAT CUTE  12:17,1
12:25,Number,"297,2:40 7:19 12:25 13:18 13:30 17:40",1
12:25,Number,2:40 7:19 12:25 13:18 13:30 17:40,1
12:35,Number,"11,""12:35 ",1
12:35,Number,12:35 ,1
12:42초,Number,"69,와 선미백댄서누나들 다존예다..특히 12:42초나온 누나 사랑합니다",1
12:42초,Number,와 선미백댄서누나들 다존예다..특히 12:42초나온 누나 사랑합니다,1
12년,Number,"[SBS KPOP 스페셜] '날라리'로 컴백한 선미, 원더걸스 시절부터 솔로활동까지 12년 연대기 커리어 모음집.zip (feat.핑클&김완선)",1
12시,Number,구독안하면새벽 12시에 찾아감,1
13,Number,13,8
13,Number,"13,1:14 백번 돌려봤다... 여신이네...",1
13,Number,2:47:13,1
130,Number,"130,워터밤ㅠㅠ 나 저기 있었는데ㅠ 선미보러 가서 원없이 보고 옴ㅎㅎㅎ세젤예",1
131,Number,"131,uff y'all are all over the back up dancers meanwhile me still being in love and in awe with gay queen Sunmi",1
132,Number,132,1
132,Number,"132,너무좋댜ㅎ",1
133,Number,"133,태닝하신 댄서분 진짜 너무 죠아요",1
134,Number,"134,dancer very handsome",1
135,Number,"135,백댄서 섹시하다....",1
136,Number,"136,6:08 남자 입틀막 ㅋㅋㅋㅋㅋㅋㅋ",1
137,Number,"137,19:27 아니 백댄서 존나 잘생겼어 사이 좋아보여",1
138,Number,"138,선미 진짜 너무 이쁘다 ㅜ.ㅜ",1
139,Number,"139,진짜 너무이쁘다 이선미ㅠㅁㅠㅠㅠㅠㅠㅠㅠㅠ ㅠㅠㅠㅠ 머리가 미역이돼도 이뽀 무대하는내내 넘 행복해하는게 보여서 보는사람도 다 행복해져 💗💗💗💗",1
13:14,Number,13:14 선미 왼쪽 뒤에계신 댄서분,1
13:14,Number,"198,""13:14 선미 왼쪽 뒤에계신 댄서분",1
13:18,Number,"297,2:40 7:19 12:25 13:18 13:30 17:40",1
13:18,Number,2:40 7:19 12:25 13:18 13:30 17:40,1
13:19,Number,13:19,2
13:19,Number,"323,13:19",1
13:19,Number,"60,""13:19",1
13:28,Number,13:28,2
13:28,Number,"57,13:28",1
13:30,Number,"297,2:40 7:19 12:25 13:18 13:30 17:40",1
13:30,Number,2:40 7:19 12:25 13:18 13:30 17:40,1
13:32,Number,13:32 14:41 18:02 Those backup dancer's specially the one with tattoo 😍😍 is hot 🔥 af.,1
13:32,Number,"74,13:32 14:41 18:02 Those backup dancer's specially the one with tattoo 😍😍 is hot 🔥 af.",1
13:35,Number,13:35 레게노,1
13:35,Number,"259,13:35 레게노",1
13:36,Number,13:36,1
13:36,Number,13:36 bye.,1
13:36,Number,"13:36 bye.""",1
13:36,Number,13:36 쩔어,1
13:36,Number,"222,13:36 쩔어",1
13:36,Number,"97,13:36",1
13:38,Number,13:38 14:30,1
13:38,Number,"397,13:38 14:30",1
13:56,Number,13:56,1
14,Number,14,2
14,Number,"14,ㅁㅊ피부 까만 남자 백댄서분 진짜 개섹시ㅠㅠㅠㅠㅠ코피터질뻔",1
14,Number,View 14 replies,2
14,Number,Who’s the Hottie Next to Sunmi? Dancer Cha Hyunseung - Kwon Hyuksoo's #WhoAreYou Investigator Ep. 14,1
140,Number,"140,음색이 뇌쇠적",1
141,Number,"141,하존나이쁘다",1
142,Number,"142,구릿빛 문신 댄서분 진짜 레전드네",1
143,Number,"143,썸넬 존나심하다 제발 신고당하길",1
144,Number,"144,6:09 WTF😭😭",1
145,Number,"145,옆구리에 문신 있는 여자 백댄서 분 개이뻐",1
146,Number,"146,11:43 esto se va a descontar xD",1
147,Number,"147,와 진ㅋ자 너무 멋잇다",1
148,Number,"148,하.... 현승 댄서분 미쳤어 ㅠㅠㅠ 갸섹시해 ㅠㅠ",1
149,Number,"149,왜 선미 무릎 얘긴 없는거지 ㅠㅠ 까진거 같은데 ㅠ",1
14:00,Number,14:00,1
14:00,Number,"29,14:00",1
14:08,Number,"72,I swear my eyes have been on this guy 14:08 the whole video he looks so friggin good",1
14:08,Number,I swear my eyes have been on this guy 14:08 the whole video he looks so friggin good,1
14:09,Number,14:09 he proper checked her out when she walked passed,1
14:09,Number,"216,14:09 he proper checked her out when she walked passed",1
14:30,Number,13:38 14:30,1
14:30,Number,"397,13:38 14:30",1
14:41,Number,13:32 14:41 18:02 Those backup dancer's specially the one with tattoo 😍😍 is hot 🔥 af.,1
14:41,Number,14:41 라이언 튜브 시강,1
14:41,Number,"160,14:41 라이언 튜브 시강",1
14:41,Number,"74,13:32 14:41 18:02 Those backup dancer's specially the one with tattoo 😍😍 is hot 🔥 af.",1
15,Number,15,3
15,Number,"15,19:21 와....뒤에 백댄서 살까맣고 문신있으신분 개존잘이다",1
15,Number,View 15 replies,1
150,Number,"150,코로나...이후..언제 올지 모르는 축제...ㅠㅠ",1
1500만,Number,선미의 역대급 걸크러쉬 본인등판 💜! 선미가 밝히는 워터밤 1500만뷰의 비밀 | SUNMI _ pporappippam(보라빛 밤) | 본인등판 | Look Me Up,1
151,Number,"151,백댄서 웃는거 ㅠㅠ",1
152,Number,152,1
152,Number,"152,아니 진짜 선미 몸매 대박.. 진짜 워너비다ㅠㅠ",1
1529,Number,1529 Nonsan,1
153,Number,153,1
153,Number,"153,sunmi is 🔥🔥🔥",1
154,Number,"154,구찌 짱❤️❤️진짜 너무 이쁘다 선미언니 ㅠㅠㅠ❤️",1
155,Number,155,1
155,Number,"155,""선미짱❤❤❤",1
156,Number,"156,진짜 너무좋아 언니 최고ㅜㅜㅜ",1
157,Number,"157,""18:00",1
158,Number,"158,선미 허리 실화인가... 내가 뭘본거지..",1
159,Number,"159,미쳤다 ㄹㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1
15:00,Number,15:00,1
15:16,Number,15:16,1
16,Number,16,2
16,Number,"16,마스크 안끼던 시절이 그립다...",1
160,Number,"160,14:41 라이언 튜브 시강",1
161,Number,"161,언니 속바지ㅜㅠㅠㅠㅠㅠ",1
162,Number,"162,So people are complaining about Sunmi's sexiness but then start fangirling over her male back up dancers? Doubt standards at the best",1
163,Number,"163,진짜 존나 프로다",1
164,Number,"164,Her tan male backup dancer is perfect and so sexy!!!",1
165,Number,165,1
165,Number,"165,""와.. 청바지 물에 젖으면 개무거울텐데",1
166,Number,"166,11:43 선미 표정ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 시방 머시여 하는ㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1
167,Number,"167,10:25 ~ 10:35 콩콩 아장아장 폴짝폴짝 거리는거 귀여워",1
168,Number,"168,헤 .. 선미 왜이렇게 말랐어 ..",1
169,Number,"169,That Gucci bathing suit looks super bomb on my queen! 👑",1
16:15,Number,16:15,1
16:15,Number,"358,16:15",1
16:16,Number,16:16 싸...쌋다,1
16:16,Number,"343,16:16 싸...쌋다",1
16:38,Number,16:38,1
17,Number,17,3
17,Number,"17,구리빛댄서분 찾는 분 많이 계시네요.차현승 댄서님이십니다ㅠㅠ 내 사랑 ㅠㅠ",1
170,Number,"170,벡댄ㅅ서 존나 잘생겼ㅇ",1
171,Number,"171,""Sunmi: hey may I borrow your clothes?",1
172,Number,"172,""와 물맞앟는데 개이쁘당,,""",1
173,Number,"173,레전드 영상",1
174,Number,174,1
174,Number,"174,12:17 와 .. 웃으시는거 존잘 ..😭❤️❤️",1
175,Number,"175,""the dancers are hot, especially the male dancer with tanned skin and tatoo =))""",1
176,Number,"176,이렇게 살면 살맛나겠다",1
177,Number,"177,살고싶어졌어요",1
178,Number,"178,... and she doesn’t work out. Amazing!",1
179,Number,"179,The guys dark skin looks Sexyhaha",1
17:34,Number,"114,17:34 가시나",1
17:34,Number,17:34 가시나,1
17:35,Number,17:35,1
17:35,Number,"372,17:35",1
17:36,Number,17:36,1
17:36,Number,"490,17:36",1
17:37,Number,17:37,1
17:37,Number,"247,17:37",1
17:38,Number,17:38,5
17:38,Number,"188,17:38",1
17:38,Number,"313,17:38",1
17:38,Number,"349,17:38",1
17:38,Number,"384,17:38",1
17:38,Number,"428,17:38",1
17:40,Number,17:40,2
17:40,Number,17:40 omg,1
17:40,Number,17:40 ㅗㅜㅑ,1
17:40,Number,"183,17:40",1
17:40,Number,"297,2:40 7:19 12:25 13:18 13:30 17:40",1
17:40,Number,2:40 7:19 12:25 13:18 13:30 17:40,1
17:40,Number,"368,17:40",1
17:40,Number,"457,17:40 omg",1
17:40,Number,"61,17:40 ㅗㅜㅑ",1
17:54,Number,17:54 male sexy dance 😍😍♋,1
17:54,Number,"406,17:54 male sexy dance 😍😍♋",1
17:55,Number,17:55,1
17:55,Number,17:55 Everyone's talking about how cute the guy's smile is. I know why he's smiling here. Dude just got caressed by the queen y'all! You can see him grinning so big after😂😂😂,1
17:55,Number,"336,17:55",1
17:55,Number,"92,17:55 Everyone's talking about how cute the guy's smile is. I know why he's smiling here. Dude just got caressed by the queen y'all! You can see him grinning so big after😂😂😂",1
17:59,Number,17:59,1
17:59,Number,"418,17:59",1
18,Number,18,1
18,Number,"18,11:40 여관중들 함성에 개놀람 이유: 백댄서 윗통까고등장",1
180,Number,"180,The guy with dark green hanky hahaha his so cute and the way smile 😂😂😂",1
180721,Number,180721 WATERBOMB 2018 - JAY PARK / 박재범,1
180721,Number,180721 선미(Sunmi) Ful ver. 가시나 + 24시간이 모자라 + 보름달 + 주인공 4K 직캠 by 비몽,1
180721,Number,Mix - 180721 선미(Sunmi) Ful ver. 가시나 + 24시간이 모자라 + 보름달 + 주인공 4K 직캠 by 비몽,1
181,Number,"181,""Submit is actually my fav Korean soloist, I always vote for her.""",1
182,Number,"182,진짜 밝은 기운을 주는 사람",1
183,Number,"183,17:40",1
184,Number,184,1
184,Number,"184,She's so beautiful ❤️❤️❤️",1
185,Number,"185,선미 너므 예쁘다ㅠㅠㅠㅠ",1
186,Number,"186,19:20 이거보고 오늘부터 운동시작합니다 매일보러 오겠습니다",1
186,Number,186M views,1
187,Number,"187,뭘계속빼 ㅋㅋㅋ 넘 귀여워~~~",1
188,Number,"188,17:38",1
189,Number,"189,올타임레전드네. 이제 모든 아이돌은 선미미만잡이다.",1
18:00,Number,"157,""18:00",1
18:00,Number,18:00,1
18:00,Number,"18:00 , 18:02 , 18:27 the guy with green handkerchief is so cute and also his smile😍 he looks like an idol❤️❤️",1
18:00,Number,18:00 웃으시는거 개존잘이시다..... 진심 사귀고 싶음😍,1
18:00,Number,"264,Male dancer so adorable 18:00",1
18:00,Number,"353,18:00 웃으시는거 개존잘이시다..... 진심 사귀고 싶음😍",1
18:00,Number,"389,Can someone tell who’s the dancer who’s about 18:00/18:04 in front of her?",1
18:00,Number,"43,""18:00 , 18:02 , 18:27 the guy with green handkerchief is so cute and also his smile😍 he looks like an idol❤️❤️""",1
18:00,Number,Can someone tell who’s the dancer who’s about 18:00/18:04 in front of her?,1
18:00,Number,Male dancer so adorable 18:00,1
18:01,Number,18:01 anybody know his name? The one who is smiling,1
18:01,Number,18:01 that handsome man ghad 😍,1
18:01,Number,18:01 백댄서분 씩 웃는거 존나 내 심장 원투쓰리훅훅 후드려 패심ㄹㅇ;;;;;; 개상큼하다......웃는게 저렇게 예쁘다뇨(ू˃̣̣̣̣̣̣︿˂̣̣̣̣̣̣ ू),1
18:01,Number,"282,18:01 that handsome man ghad 😍",1
18:01,Number,"462,18:01 anybody know his name? The one who is smiling",1
18:01,Number,"50,""18:01 백댄서분 씩 웃는거 존나 내 심장 원투쓰리훅훅 후드려 패심ㄹㅇ;;;;;; 개상큼하다......웃는게 저렇게 예쁘다뇨(ू˃̣̣̣̣̣̣︿˂̣̣̣̣̣̣ ू)",1
18:01초,Number,18:01초에 초록 스카프분 누구에요 ㅜㅜㅠㅠㅠ,1
18:01초,Number,"45,18:01초에 초록 스카프분 누구에요 ㅜㅜㅠㅠㅠ",1
18:02,Number,13:32 14:41 18:02 Those backup dancer's specially the one with tattoo 😍😍 is hot 🔥 af.,1
18:02,Number,"18:00 , 18:02 , 18:27 the guy with green handkerchief is so cute and also his smile😍 he looks like an idol❤️❤️",1
18:02,Number,18:02 that SMILE 🤧🧡,1
18:02,Number,"191,18:02 that SMILE 🤧🧡",1
18:02,Number,"327,현익 댄서님 좌표.. 진짜 미쳐버림  ....... 1:15   9:18   12:16  18:02  18:24",1
18:02,Number,"426,페북에선 18:02 이부분에 남자 제일이라는데 나도 이남자 맘에든당...❤️ 웃는거 존귀",1
18:02,Number,"43,""18:00 , 18:02 , 18:27 the guy with green handkerchief is so cute and also his smile😍 he looks like an idol❤️❤️""",1
18:02,Number,"74,13:32 14:41 18:02 Those backup dancer's specially the one with tattoo 😍😍 is hot 🔥 af.",1
18:02,Number,페북에선 18:02 이부분에 남자 제일이라는데 나도 이남자 맘에든당...❤️ 웃는거 존귀,1
18:02,Number,현익 댄서님 좌표.. 진짜 미쳐버림  ....... 1:15   9:18   12:16  18:02  18:24,1
18:03,Number,"290,The smile of the back up dancer though 18:03",1
18:03,Number,The smile of the back up dancer though 18:03,1
18:04,Number,"389,Can someone tell who’s the dancer who’s about 18:00/18:04 in front of her?",1
18:04,Number,Can someone tell who’s the dancer who’s about 18:00/18:04 in front of her?,1
18:24,Number,18:24 남자 댄서분 웃음 한방으로 내심장을 강타하시네;;,1
18:24,Number,"327,현익 댄서님 좌표.. 진짜 미쳐버림  ....... 1:15   9:18   12:16  18:02  18:24",1
18:24,Number,"6,18:24 남자 댄서분 웃음 한방으로 내심장을 강타하시네;;",1
18:24,Number,현익 댄서님 좌표.. 진짜 미쳐버림  ....... 1:15   9:18   12:16  18:02  18:24,1
18:25,Number,"120,18:25 😳",1
18:25,Number,18:25,2
18:25,Number,18:25 남자 백댄서 분 웃는 거 넘 예쁘다ㅠㅠ,1
18:25,Number,18:25 댄서분 웃는거 서인국 닮음....,1
18:25,Number,18:25 앞에 남자 댄서분 웃지마세요 저 죽어요 ㅠㅠ 원밀리언에서 본거같은데 ...❤️,1
18:25,Number,18:25 웃고 있는 댄서분쥬ㅠ이름 뭔가요,1
18:25,Number,18:25 😳,1
18:25,Number,"23,18:25 댄서분 웃는거 서인국 닮음....",1
18:25,Number,"296,18:25 웃고 있는 댄서분쥬ㅠ이름 뭔가요",1
18:25,Number,"41,18:25 남자 백댄서 분 웃는 거 넘 예쁘다ㅠㅠ",1
18:25,Number,"93,""18:25 앞에 남자 댄서분 웃지마세요 저 죽어요 ㅠㅠ 원밀리언에서 본거같은데 ...❤️",1
18:27,Number,"18:00 , 18:02 , 18:27 the guy with green handkerchief is so cute and also his smile😍 he looks like an idol❤️❤️",1
18:27,Number,18:27 에 웃으신 남자분때문에 내 심자우정지됨,1
18:27,Number,"255,18:27 에 웃으신 남자분때문에 내 심자우정지됨",1
18:27,Number,"43,""18:00 , 18:02 , 18:27 the guy with green handkerchief is so cute and also his smile😍 he looks like an idol❤️❤️""",1
18:27초,Number,18:27초에 남자분웃는거 겁나설렌다,1
18:27초,Number,"499,18:27초에 남자분웃는거 겁나설렌다",1
19,Number,19,1
19,Number,"19,""I stan Sunmi, but the male dancer with that sexy tan skin and sexy tattoo take away my not so undivided attention.""",1
19,Number,"559,유튜브 웃긴게 이런것도 19금걸어버리더라 그럼 머 바바티비는 39금임?",1
19,Number,유튜브 웃긴게 이런것도 19금걸어버리더라 그럼 머 바바티비는 39금임?,1
190,Number,"190,Bless them back up dancers 😩‼️",1
191,Number,"191,18:02 that SMILE 🤧🧡",1
192,Number,"192,falling in love with Sunmi 😭😭",1
193,Number,"193,선미 개예뻐 ㅠㅠ❤😍",1
194,Number,194,1
194,Number,"194,와 남자 백댄서들 진짜 넘 잘생겼다ㅠㅠㅠ 선미님은 어떻게 남녀 구분안하고 이렇게 눈호강을 시켜주실까..",1
195,Number,"195,완전 스프라이트 샤워처럼 시원하다ㅠㅠ 언니 멋져여ㅠㅠ",1
196,Number,"196,행사비주고 이렇게 공연해주믄 돈이안아깝거따",1
197,Number,"197,선미도 넘 예쁘고 아니 구릿빛 댄서분 무슨일이야..ㅜㅠㅠ 심장터지것어",1
198,Number,"198,""13:14 선미 왼쪽 뒤에계신 댄서분",1
199,Number,"199,옷에 구찌 겁나 커ㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1
19:02,Number,"19:02 damn those hands. Im honestly not gonna be surprised if they're dating or smth, cause the chemistry sis, she's insane",1
19:02,Number,"19:02 did you see that when he grabbed her hand, her whole hand fit in just his fingers?",1
19:02,Number,19:02 손크기차이 오졋다 개설레,1
19:02,Number,"19:02 오후,, 손 크기 차이봐 :ㅁ",1
19:02,Number,"20,""19:02 damn those hands. Im honestly not gonna be surprised if they're dating or smth, cause the chemistry sis, she's insane""",1
19:02,Number,"38,""19:02 오후,, 손 크기 차이봐 :ㅁ""",1
19:02,Number,"7,19:02 손크기차이 오졋다 개설레",1
19:02,Number,"85,""19:02 did you see that when he grabbed her hand, her whole hand fit in just his fingers?""",1
19:11,Number,19:11 댄서분...남주혁님느낌나,1
19:11,Number,"26,19:11 댄서분...남주혁님느낌나",1
19:20,Number,"186,19:20 이거보고 오늘부터 운동시작합니다 매일보러 오겠습니다",1
19:20,Number,19:20 이거보고 오늘부터 운동시작합니다 매일보러 오겠습니다,1
19:21,Number,"103,19:21 out of topic but those feets dancing in that bridge (?) ME",1
19:21,Number,"15,19:21 와....뒤에 백댄서 살까맣고 문신있으신분 개존잘이다",1
19:21,Number,19:21 best 20 seconds,1
19:21,Number,19:21 out of topic but those feets dancing in that bridge (?) ME,1
19:21,Number,19:21 와....뒤에 백댄서 살까맣고 문신있으신분 개존잘이다,1
19:21,Number,"30,19:21 best 20 seconds",1
19:27,Number,"137,19:27 아니 백댄서 존나 잘생겼어 사이 좋아보여",1
19:27,Number,19:27 아니 백댄서 존나 잘생겼어 사이 좋아보여,1
1:14,Number,"13,1:14 백번 돌려봤다... 여신이네...",1
1:14,Number,1:14,1
1:14,Number,1:14 개이쁘다 무슨 영화같아 ,1
1:14,Number,1:14 백번 돌려봤다... 여신이네...,1
1:14,Number,"3,""1:14 개이쁘다 무슨 영화같아 ",1
1:14,Number,"366,1:14",1
1:15,Number,1:15  20:10 얼마나 즐겼는지 보여주는 확실한 갭차이...,1
1:15,Number,1:15 선미님 옆에 귀엽게 웃는 남자 분 누구신지 아시는 천사 분 제발 알려주세요 ㅠㅠㅠㅠㅠㅠㅠㅠ,1
1:15,Number,"327,현익 댄서님 좌표.. 진짜 미쳐버림  ....... 1:15   9:18   12:16  18:02  18:24",1
1:15,Number,"376,1:15  20:10 얼마나 즐겼는지 보여주는 확실한 갭차이...",1
1:15,Number,"75,1:15 선미님 옆에 귀엽게 웃는 남자 분 누구신지 아시는 천사 분 제발 알려주세요 ㅠㅠㅠㅠㅠㅠㅠㅠ",1
1:15,Number,현익 댄서님 좌표.. 진짜 미쳐버림  ....... 1:15   9:18   12:16  18:02  18:24,1
1:31,Number,"308,어! 거기에 1:31에 약간 프듀에 나온 1000%만드신분이랑 닮았다",1
1:31,Number,어! 거기에 1:31에 약간 프듀에 나온 1000%만드신분이랑 닮았다,1
1:54,Number,"10,1:54 he’s like “excuse me Sunmi why are you walking away we have to dance” 😂😂😂",1
1:54,Number,1:54 he’s like “excuse me Sunmi why are you walking away we have to dance” 😂😂😂,1
