형태소,품사,분류,카운트
",",Punctuation,"486,좀야하긴한데.. 악플관련영상보고오니 이상한생각보다 아름답다는생각이드네",1
",",Punctuation,"487,20초에 꼭지 미쳤....;;;",1
",",Punctuation,"488,눈빛이 남자죽이는 눈빛이다ㅋㅋㅋ",1
",",Punctuation,"489,근데 저는 이거보고 은솔팬되고 다이어트 결심함ㅋㅋ",1
",",Punctuation,"49,너무 이뻐요!! 밤비노도 앨범활동도 했으면 좋겠다 ㅠ :)",1
",",Punctuation,"490,졸라 예쁘네",1
",",Punctuation,"491,레전드다",1
",",Punctuation,"492,Damn",1
",",Punctuation,"493,천팔백만 오진다",1
",",Punctuation,"494,she's so pretty!! espiecally on the thumbnail",1
",",Punctuation,"495,I feel pity for them",1
",",Punctuation,"496,오늘은 이거다",1
",",Punctuation,"497,허리돌림봐 와 ...",1
",",Punctuation,"498,핰",1
",",Punctuation,"499,진짜 이렇게 야하고 섹시하고 이쁘면 진짜 감사할다름이죠 ㅠㅠ  조회수올라가게 매일 1번씩 볼게요ㅎㅎㅎ",1
",",Punctuation,"5,악플 관련 인터뷰 보고 왔습니다. 힘내시고 오히려 그런글에 대해 이겨내려는 모습 보기 좋았습니다.",1
",",Punctuation,"50,DAMN! I feel something burning and it's not fever O.o",1
",",Punctuation,"500,와 이제조회수1800만ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1
",",Punctuation,"501,apa bedanya dia sama p^l^c^r?",1
",",Punctuation,"502,스폰 오지게 들어왔겠다 은솔 돈걱정안하고 살겠네",1
",",Punctuation,"503,name of song ?",1
",",Punctuation,"504,ㅗㅜㅑㅗㅜㅑ...",1
",",Punctuation,"505,오오오오오오오",1
",",Punctuation,"506,hot af",1
",",Punctuation,"507,She like Minah",1
",",Punctuation,"508,걸크러쉬 검색해도 안나오내",1
",",Punctuation,"509,보창이 생각나는건 기분탓?(보빠야)",1
",",Punctuation,"51,깨튜브 보고 온사람?",1
",",Punctuation,"510,악플 관련 인터뷰 덕분에 댓글창이 조금 깨끗해졌네..",1
",",Punctuation,"511,아니 근데 이상황에서 진짜 다이어트해야된다는생각듬 팔왜저래 얇아",1
",",Punctuation,"512,저분들도 불편하고 민망하겠다....",1
",",Punctuation,"513,깨박이 유튜브 보고 온 분!",1
",",Punctuation,"514,여러분 댓글 선 넘지 맙시다 ^^ 아무리 본인이 참는다고 하지만 정말 마음고생 심할 거예요 봐주는 데에도 한계가 있음",1
",",Punctuation,"515,What's the song?",1
",",Punctuation,"516,She is so sexy <3",1
",",Punctuation,"517,저분은 집에가서 현타 얼마나 오실까 어후...",1
",",Punctuation,"518,สุดยอด",1
",",Punctuation,"519,반찬 맛있구만",1
",",Punctuation,"52,She's such a good dancer!",1
",",Punctuation,"520,천백만 관객이다 ㅋㅋㅋㅋㅋㅋ",1
",",Punctuation,"521,이거 광고 2개만 넣어도 때돈버는부분 ㅇㅈ?ㅇ ㅇㅈ",1
",",Punctuation,"522,이노래이름뭥여",1
",",Punctuation,"523,her name?????😍",1
",",Punctuation,"524,어흑 내눈..... 난 순수한데 왜들어온걸까...",1
",",Punctuation,"525,성희롱 ㅈㅂ 그만하세요 ㅋㅋㅌㅌㅌㅌ",1
",",Punctuation,"526,대학교에서 이런 공연을 한다고? 학교 이름 보고 납득.",1
",",Punctuation,"527,저건 속옷수준이다..ㄷㄷ",1
",",Punctuation,"528,와 2000만 ㄷㄷ",1
",",Punctuation,"529,남인생에오지랖떠는건이나라가최고인듯ㅋ",1
",",Punctuation,"530,실리콘:편안",1
",",Punctuation,"531,ㅁㅊ 조회슈..",1
",",Punctuation,"532,ㅁㅊㅋㅋㅋㅋㅋ 조회수1800만 뭐야",1
",",Punctuation,"533,믓지네",1
",",Punctuation,"534,조회수1700만 실화냨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1
",",Punctuation,"535,섹싵",1
",",Punctuation,"536,대학생들.폰봨ㅋㅋ",1
",",Punctuation,"537,킁.!킁.!",1
",",Punctuation,"540,신부감 찾았다",1
",",Punctuation,"541,어머어머",1
",",Punctuation,"542,ㄹㅇ 존나 예쁘다",1
",",Punctuation,"543,조회수왜이러냨ㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋ",1
",",Punctuation,"544,이게 뭐라고 조회수가ㅋㅋㅋ",1
",",Punctuation,"545,얼굴도 땍 내스타일",1
",",Punctuation,"546,푸워 보고왔다",1
",",Punctuation,"547,보창도네보고옴",1
",",Punctuation,"548,이게 나라다",1
",",Punctuation,"549,훌륭하구나",1
",",Punctuation,"55,언니 하고싶은 대로 하고 다녀요 ㅠㅜㅠㅜㅜㅜ",1
",",Punctuation,"550,이게 나라다",1
",",Punctuation,"551,조회수 ㅋㅋㅋㅋㅋㅋㅋ 2000만 찍는거냐 시밬ㅋㅋㅋㅋㅋ",1
",",Punctuation,"553,ㄲㅇㄹ",1
",",Punctuation,"554,와...몸매랑얼굴대박",1
",",Punctuation,"555,노래 이름좀...",1
",",Punctuation,"556,what song?",1
",",Punctuation,"557,이 노래의 이름은 무엇입니까?",1
",",Punctuation,"558,안영미 상위호환",1
",",Punctuation,"559,푸워보고옴",1
",",Punctuation,"56,무슨 아기고양이마냥 요염하냐... 미쳤다 미쳤어",1
",",Punctuation,"560,수신료의 가치",1
",",Punctuation,"561,뭐야 ",1
",",Punctuation,"562,조회수보소 ㅋㅋ",1
",",Punctuation,"563,エッチすぎるだろ…",1
",",Punctuation,"564,위험하지만 좋은 의상이다",1
",",Punctuation,"565,니네 먹으라고 태어나신분 아니니까 닥쳐;",1
",",Punctuation,"566,오아아아오어앙",1
",",Punctuation,"567,춤은 은솔이추고 돈은 유튜브관리자가 버나..?",1
",",Punctuation,"568,What's this song 😅",1
",",Punctuation,"569,보창 도네 로 본사람 손들어",1
",",Punctuation,"57,와 언니 진짜 예뻐요 춤도 잘추고",1
",",Punctuation,"570,조회수 ㅎㄷㄷ",1
",",Punctuation,"571,고오오오급 ㅊ",1
",",Punctuation,"572,왕마 섹시함",1
",",Punctuation,"573,보미가 “새로운 은솔” 이라고 사람들이 말하는게 맞는지요? https://bodhispeaks.com/bomis-masterpiece/",1
",",Punctuation,"574,역시밤비노",1
",",Punctuation,"575,1:11초에 나오는 노래제목 뭐에요",1
",",Punctuation,"576,머리묶으니까 인물이사네요",1
",",Punctuation,"577,댓글이 밑으로 갈수록 더럽구만 못봐주겠다 한심해서",1
",",Punctuation,"578,와;;",1
",",Punctuation,"579,What this song?",1
",",Punctuation,"58,은솔아 사랑한다!!!!",1
",",Punctuation,"580,박재범 찌찌파티 한번더 보러가야겠다.",1
",",Punctuation,"581,게속보게됨",1
",",Punctuation,"582,조회수 보소;;",1
",",Punctuation,"583,몸 얇은거보소 이야 툭하면 부러지겠네",1
",",Punctuation,"584,1분 31초짜리 존야를 몸소 경험한 1인.",1
",",Punctuation,"585,이 노래 제목 뭐예요?",1
",",Punctuation,"586,깨박이 유튜브보고왔다 손",1
",",Punctuation,"587,이노래 제목이 뭐에요??",1
",",Punctuation,"588,보빠야",1
",",Punctuation,"589,0:28",1
",",Punctuation,"59,인터뷰 보고 왔습니다 힘내세요ㅠㅜㅜ",1
",",Punctuation,"590,조회수 실화냐 ㅋㅋㅋㅋㅋㅋ",1
",",Punctuation,"591,화병이 모두 나았습니다",1
",",Punctuation,"592,오......",1
",",Punctuation,"593,악플달리는 이유 의상 부터가 이상함 춤은 잘 모르겠음.. '쨌든 힘내세요",1
",",Punctuation,"594,이 분 뭐하시는 분이세요?",1
",",Punctuation,"595,Where is bambino now ? Theres no update video of them",1
",",Punctuation,"596,그래서  노래제목점",1
",",Punctuation,"598,이게 딸을 칠 정도인가;;;",1
",",Punctuation,"599,와우~~~~~~~",1
",",Punctuation,"6,EunSol diosa !!!!💙🔥💙🔥",1
",",Punctuation,"60,i want her to be my next lapdancer and get her friends",1
",",Punctuation,"600,미친듯이 때려 박고 싶다",1
",",Punctuation,"601,노래이름 뭔가요!?",1
",",Punctuation,"602,😍",1
",",Punctuation,"603,몸매이쁘다...귀여운외모에",1
",",Punctuation,"604,이거 노래 제목 뭐임??",1
",",Punctuation,"605,조회수가 ㅋㅋㅋㅋ",1
",",Punctuation,"606,왘ㅋㅋㅋㅋ",1
",",Punctuation,"607,발사~~!!!!! 단백질 많은거는 역시나 소고기!!  소고기 너무 비싸다 진짜 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ",1
",",Punctuation,"608,존나 예쁘다",1
",",Punctuation,"609,오 시발 하느님 감사합니다 제가 비록 기독교는 아니지만 살면서 이런걸 보게 해주시다니 지금 죽어도 여한이없네요",1
",",Punctuation,"61,이 언니는 진짜 예쁘다.그냥 아이돌 댄스커버 영상 이런거는 딱히 모르겠는데 이 언니가 추면 존나 끌릴 듯.",1
",",Punctuation,"611,what's her name? she looks like minh of girl day...",1
",",Punctuation,"612,조회수191만인줄알았네1911 ㄷ",1
",",Punctuation,"613,와 근데 몸매 개쩐다잉",1
",",Punctuation,"614,사랑한다",1
",",Punctuation,"615,조회수 머냐 이거 ㅋㅋㅋㅋㅋ",1
",",Punctuation,"616,지금보니까 약간 맨티스 닮았네",1
",",Punctuation,"617,Dem hips doe",1
",",Punctuation,"618,깨박이 방송 보고 온사람???",1
",",Punctuation,"619,은솔이짱이지ㅋ",1
",",Punctuation,"620,0:28",1
",",Punctuation,"621,장래희망 : 깨박이",1
",",Punctuation,"622,아니 왜 건양대인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1
",",Punctuation,"623,보창때문에 유명해진거 아님? ㅋㅋ",1
",",Punctuation,"624,0:29",1
",",Punctuation,"625,ㅅ발 ㅋㅋㅋㅋㅋㅋㅋ 조회수 1850만 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1
",",Punctuation,"626,สุดยอด",1
",",Punctuation,"627,song name?",1
",",Punctuation,"628,마지막으로 한번만더 ..",1
",",Punctuation,"629,깨박이 19번째 부인",1
",",Punctuation,"63,지금까지 본 영상중 가장 섹시하고도 마음이  들뜨는 영상입니다!! d☆ㅅ☆b",1
",",Punctuation,"630,브베 영상 보고 왔습니다",1
",",Punctuation,"631,Name??",1
",",Punctuation,"633,0:27",1
",",Punctuation,"634,바지에 달린 닭털같은 깃털 다 뽑고싶다 훌라후프같네",1
",",Punctuation,"635,헐 조회수 무엇",1
",",Punctuation,"636,끝판왕이네",1
",",Punctuation,"637,Ulan be bu nasıl japondur laaaaaaaan",1
",",Punctuation,"638,Как её звать?",1
",",Punctuation,"639,건양대가 어디냐 그런 대학도 있나",1
",",Punctuation,"64,이게 직캠이다 이게 나라다",1
",",Punctuation,"640,7u7r",1
",",Punctuation,"641,オカズ提供ありがとうございます😊",1
",",Punctuation,"642,""nice.....but i prefer Laysha, they have some own great songs too!""",1
",",Punctuation,"643,솔직히 옷을 이렇게 입은것도 한국문화에서는 어느정도 성희롱이 달린것에 영향을 좀 많이 주긴하는데 어디까지나 성희롱은 무슨상황이건 잘못된거고 소속사에서도 노출이 심하지는 않은데 그래도 섹시한 그런 컨셉으로 옷을 입혔으면 좋겠다",1
",",Punctuation,"644,가끔 저렇게 짧게 입으면 발가벗은 모습이 눈에 보이는거 나만 그런가여",1
",",Punctuation,"645,조화수가 1600만...?",1
",",Punctuation,"647,セクシー",1
",",Punctuation,"648,클린채팅",1
",",Punctuation,"649,이노래제목?멍미",1
",",Punctuation,"65,スタイルめっちゃいい！",1
",",Punctuation,"650,와... //-\\",1
",",Punctuation,"651,조회수 왠만한영화 제끼네",1
",",Punctuation,"652,兄弟萌 还顶得住吗",1
",",Punctuation,"653,보창 영정 영상",1
",",Punctuation,"654,마이크는 도데체 왜차는거지 ;;",1
",",Punctuation,"655,몸 바꿔줘요 언니ㅠㅠ",1
",",Punctuation,"656,케인이랑 합성한거 자꾸 떠오르네..",1
",",Punctuation,"657,힘내요ㅠㅠ 악플 보지 말기",1
",",Punctuation,"658,저 누나도 힘들게 돈버시네...",1
",",Punctuation,"66,You know what's even more creepy? This was performed at a high school.....",1
",",Punctuation,"660,이쁜 처자구만",1
",",Punctuation,"661,30초 존나 섹시",1
",",Punctuation,"662,설마 이거 2000만 가는건가",1
",",Punctuation,"663,저기.. 여러분들.. 혹시 이노래 알고계시면 노래 이름좀 알려주세요",1
",",Punctuation,"664,노래 이름이 뭐에요?",1
",",Punctuation,"665,야마네 시벌 와우",1
",",Punctuation,"666,다리근육....ㅅㅂ...",1
",",Punctuation,"667,Can you guys tell me the name of the song?",1
",",Punctuation,"668,노래 제목 뭐임??",1
",",Punctuation,"669,ㅅㅂ 천만 ㅋㅋㅋㅋ",1
",",Punctuation,"67,와...춤잘추신네요..긴장할땐데. 사람많아서..",1
",",Punctuation,"670,조회수 씹 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1
",",Punctuation,"671,ㅇㅅㅅㅋㄱㅅㄷ",1
",",Punctuation,"672,Don't get me wrong I have nothing against these girls but if they would make an effort to do real dances and not just half naked or with fan service I think they might be also good. Maybe even a lot more people would actually consider them talented because they do have some but just saying ☕",1
",",Punctuation,"673,브금 뭐죵?",1
",",Punctuation,"674,약간 걸스데이 민아님 닮았다",1
",",Punctuation,"675,이제와서 쓰지말라는사람 머냐 ㅋㅋㅋㅋㅋㅋ  악플쓰는게 당연히 안되는건데",1
",",Punctuation,"677,의상이나 춤이 야한게 자의든 타의든 어짜피 악플이 달릴거는 당연히 알고 본인이 감수해야 하는거 아닌가? 물론 성드립이나 성희롱 등에 악플들은 나쁜거지만 이런 댓글들이 달릴건 본인도 알고 있었을거고 또 그럴걸 감수할 자신있었기 때문에 한거지",1
",",Punctuation,"678,브베합성된춤보고옴ㅋ",1
",",Punctuation,"679,ㅎㅎㅎㅎㅎ",1
",",Punctuation,"68,여기댓글 왜이리웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ영상에나오는 언니들보다 댓글이 더귀여운ㅋㅋ",1
",",Punctuation,"680,0:27",1
",",Punctuation,"681,조회수 2200만 무엇 ㅋㅋㅋㅋㅋㅋㅋㅋ",1
",",Punctuation,"682,中文名叫什么，求告知！",1
",",Punctuation,"683,깨박이형 이거보고 코피흘리는거아녀?",1
",",Punctuation,"684,방금레즈됨",1
",",Punctuation,"685,댓글만 보면 범이슬람국가 국민인줄 알겠네 써놓는게",1
",",Punctuation,"686,Omg wow how this have 16 millions views",1
",",Punctuation,"687,근데 내가 아는 은솔얼굴이 아닌데 뭐가달라진거지",1
",",Punctuation,"688,쌋다",1
",",Punctuation,"689,조회수 2300만 레게노",1
",",Punctuation,"69,Jung Joon Young joined the group.",1
",",Punctuation,"690,보창도네기모찌 33",1
",",Punctuation,"691,은솔 나 팔로우 했는데 ㅋㅋ",1
",",Punctuation,"692,legeno",1
",",Punctuation,"693,조회수 1700만뭐야....",1
",",Punctuation,"694,저런 남자분은 춤 안춰요? 왜 다 여자직캠밖에없어..? 난 벗은 남자가 보고싶다고!!",1
",",Punctuation,"695,Who is this girl? She's absolutely gorgeous!",1
",",Punctuation,"697,이노래 제목좀",1
",",Punctuation,"698,개하얀거보소;존나 몸매쩔고 조회수 개오진닼ㅋㅋㅋㅋㅋㅋㅋㅋ이년전에도 봣는데 지금도 오짐ㅋㅋㅋㅋ",1
",",Punctuation,"699,와몸매봐 개지림",1
",",Punctuation,"7,그 은솔인터뷰 영상 올라오니까 채팅이 깨끗",1
",",Punctuation,"700,노래제목좀요",1
",",Punctuation,"701,holy",1
",",Punctuation,"702,깨이루",1
",",Punctuation,"703,What name a song",1
",",Punctuation,"704,que rayos :v",1
",",Punctuation,"705,이게 왜 조회수가 2천만이지? 의아하네",1
",",Punctuation,"706,좃타!!!",1
",",Punctuation,"708,이 조회수는 뭐지?",1
",",Punctuation,"709,이노래 제목머임?",1
",",Punctuation,"71,미친 이언니 몸매 개오짐",1
",",Punctuation,"710,조회수 뭐임 ㄹㅇ?",1
",",Punctuation,"711,미투가 그냥 나왓을가?",1
",",Punctuation,"713,Legit",1
",",Punctuation,"714,박음직 검색하니까 뜨네..",1
",",Punctuation,"715,휴지도둑....",1
",",Punctuation,"716,노래 제목이 뭔가요",1
",",Punctuation,"718,노래 제목 머임?",1
",",Punctuation,"719,노래이름좀",1
",",Punctuation,"72,이것이 그 보창 멘탈깨는 영상 원본이군요!!",1
",",Punctuation,"720,누나 사랑해요 탁탁탁!",1
",",Punctuation,"721,노래제목좀알려주실분........",1
",",Punctuation,"722,왜....보창생각나냐..",1
",",Punctuation,"723,노래 이름점",1
",",Punctuation,"724,크다 해보고싶다.",1
",",Punctuation,"725,조회수 ㅅㅂㅋㅋㅋㅋ",1
",",Punctuation,"726,악플 다는 사람들 최소 사회에서 망한사람 사회 악이다",1
",",Punctuation,"727,조회수2천만?",1
",",Punctuation,"728,누나사랑해요",1
",",Punctuation,"729,BGM??",1
",",Punctuation,"73,이런 언니 덕분에 다이어트 자극 받는다 항상 ㄱㅅㄱㅅ",1
",",Punctuation,"730,와... 이건아니거갇다 너무 야하다...",1
",",Punctuation,"731,Please tell me IG name",1
",",Punctuation,"732,신고할게여~!^^그게 좋은 방법이죠!!그죵",1
",",Punctuation,"733,ㅋㅋㅌㅋㅋ조회수 1800뭐냐",1
",",Punctuation,"734,if there's a bunch of hands and heads in the way do'n bother posting",1
",",Punctuation,"735,조회수 1700만 무엇;;;;;;;;;;;;;;;;;;;;;;",1
",",Punctuation,"736,노래제목 뭐임?",1
",",Punctuation,"737,솔직히 말해서 이 밑에 영상 exid직캠도 같은 부류인데 여기에만 까는것들이 많은건 인지도좀 낮은 애들이라고 니들이 까면서 우월감 느끼려는거 아니냐 쟤들도 니들유튜브로 병림픽 벌이라고 춤추는것도 아니고 저런 몸매 유지하는것도 쉬운게 아닐텐데 얘들은 국회의원들 마냥 주둥이만 살아있네",1
",",Punctuation,"738,크으 좋구만",1
",",Punctuation,"739,oh korea...",1
",",Punctuation,"74,춤 진짜 잘춘다 나도 저 정도만 췄으면 ㅠㅠ",1
",",Punctuation,"740,브베보고왔다 손",1
",",Punctuation,"741,뭔데 조회수 2000만이냐?ㅋㅋ",1
",",Punctuation,"742,츄릅",1
",",Punctuation,"743,ㅅㅂ 조회수 1700만 ㅋㅋㅋㅋㅋㅋㅋ",1
",",Punctuation,"744,I can hear many girl cheers as well does that mean lots of lesbians in Korea ?!",1
",",Punctuation,"745,보창도네용 쳤는데 이거나옴",1
",",Punctuation,"746,이거올린사람 개떼돈벌었겠네",1
",",Punctuation,"748,피곤해보이는건 나뿐인가?",1
",",Punctuation,"749,""An extremely beautiful young lady, super sexy, 🔥 🔥 🔥!""",2
",",Punctuation,"75,너무 이쁘다 갓은솔!! 계속 흥해라",1
",",Punctuation,"750,조회수 실화냐",1
",",Punctuation,"752,Lol.. Korean people pls :))",1
",",Punctuation,"754,악플다는 사람들 성적발언 다는사람들 제발 선 좀 넘지마ㅋㅋㅋ입장바꿔서 생각하던가 머리에 뭐가 들었나 가정 교육 잘못받았다고 티내는것도아니고",1
",",Punctuation,"755,조회수 2200만회 뭐냐ㅋㅋㅋㅋ",1
",",Punctuation,"756,아 성상품화 너무 심한데..",1
",",Punctuation,"758,ㅋㅋㅋ 가습성형",1
",",Punctuation,"759,이 노래 먼가요",1
",",Punctuation,"76,무슨... 아니 뭔..... 겁나 이쁘네요. 어떻게 저렇게 날씬한 몸매에 저런 볼륨이 나오지?? 사람맞ㄴㅏ?? 심지어 춤선도 예쁘고 지금까지 저런 사람이 있었다는걸 몰랐는게 신기하다ㅏ 덕질하러갑미다",1
",",Punctuation,"760,언니예뻐요",1
",",Punctuation,"761,ㅗㅜㅑ",1
",",Punctuation,"762,ㅗㅜㅑ",1
",",Punctuation,"763,ㅗㅜㅑ",1
",",Punctuation,"764,ㅗㅜㅑ",1
",",Punctuation,"765,대한민국의 반이 봤다",1
",",Punctuation,"766,조회수 ㅈ되노 이게 좀 지렸긴 지렸지",1
",",Punctuation,"767,이노래 이름 뭐임?",1
",",Punctuation,"768,근디 노래 안하는데 웨 마이크 찬거.? 걍 궁금해서 댓글 답니당",1
",",Punctuation,"769,브금 뭐예요?",1
",",Punctuation,"77,몸매 진짜 이쁘다 같은여자로서 정말 부러워요",1
",",Punctuation,"770,조회수 뭔데 ㅅㅂㅋㅋ",1
",",Punctuation,"771,우와 여자지만 섹시하시네요",1
",",Punctuation,"772,조회수 1800만 실화냐;;",1
",",Punctuation,"773,1달12번",1
",",Punctuation,"774,ㅗㅜㅑ",1
",",Punctuation,"775,이거 노래뭐에요?",1
",",Punctuation,"776,노래 제목좀 아시는분..",1
",",Punctuation,"777,얘넨 진짜 몸으로 한번하자고 말하는거같아",1
",",Punctuation,"778,xD",1
",",Punctuation,"779,99 프로 남자 1프로 여자",1
",",Punctuation,"78,진짜 이런거올리면 고마울줄아는데 정말감사합니다",1
",",Punctuation,"780,ตามวาร์ปมาจากเจ้เวล555",1
",",Punctuation,"781,ㅗㅜㅑ",1
",",Punctuation,"782,와우",1
",",Punctuation,"783,ㅗㅜㅑ",1
",",Punctuation,"784,ㅗㅜㅑ",1
",",Punctuation,"785,To beautiful",1
",",Punctuation,"786,연봉3억찍으면 은솔 대려갈수있나요?",1
",",Punctuation,"787,마이크능 왜잇능거지?",1
",",Punctuation,"788,노래 이름 뭐에여?",1
",",Punctuation,"789,노래뭔가요",1
",",Punctuation,"790,어우.....",1
",",Punctuation,"791,조회수봐라~",1
",",Punctuation,"792,춤추는사람한태 악플 개지리네",1
",",Punctuation,"793,건양대",1
",",Punctuation,"794,Mi piacerebbe vedervi a letto ballare così",1
",",Punctuation,"795,오우야",1
",",Punctuation,"796,조회수 좇되네 ㅋㅋㅋ",1
",",Punctuation,"797,조회수 오진다 진짜 욕하지 말자",1
",",Punctuation,"798,오우야",1
",",Punctuation,"799,저 사람 이름이뭐죠 개색쉬",1
",",Punctuation,"8,1:21 이 누나 입모양 너무 커엽다",1
",",Punctuation,"80,역대 직캠 레전드 하니 위아래랑 700만차이밖에 안남ㅋㅋ",1
",",Punctuation,"800,이거 노래 뭐임?",1
",",Punctuation,"801,보창",1
",",Punctuation,"802,몸매도 몸맨데 얼굴 왤케 귀엽게 생김 ㄷㄷ 덕분에 스트레스가 사라졌습니다",1
",",Punctuation,"803,오우 헤헤헤헤ㅔ헿",1
",",Punctuation,"804,노래 제목이 무엇일까",1
",",Punctuation,"805,조회수 실화냐ㅋㅋ",1
",",Punctuation,"808,악플달지마",1
",",Punctuation,"809,ㅗㅜㅑ",1
",",Punctuation,"81,아악 너무좋아요!!",1
",",Punctuation,"810,그는 누구입니까?",1
",",Punctuation,"811,😍😍😍😘😘😘 so sexy",1
",",Punctuation,"812,Can someone please explain cause I don’t understand what does his group does ? Are they dancers or idos or singers ??",1
",",Punctuation,"813,일반 여자가 저렇게 벗고 춘다고 생각하면 보기싫은데 얘가 해서.. 1200만..와아..ㄹㅇ 클라스 좀 봐바라..ㄷㄷ;",1
",",Punctuation,"814,ㄲㅇㄹ 은솔님 악플하시는분 다 깨ㄲ로한테 ㅊ맞는다.",1
",",Punctuation,"815,😲😍😍😍😍😍",1
",",Punctuation,"817,허허 조회수 1800만 허허허허허허허허허허허허허허허허허허허허허허허허ㅓ허허허헣",1
",",Punctuation,"818,벗은 남자는 대학축제에 안오나요?",1
",",Punctuation,"819,ㄲㅇㄹ 노래제목 뭐죠? 그리고 다른영상인데 가사에 할레루야있는 노래제목도 아시는분? 유명한 곡임",1
",",Punctuation,"82,youtube random video algorithm............WELL DONE👍",1
",",Punctuation,"820,금딸인데 못참겠다",1
",",Punctuation,"822,먼노래야??",1
",",Punctuation,"823,시발 이게 대체 뭐라고 1700만이나 본건지 궁금해서 옴. 예쁜분이신데 근데 그거말곤 이유가 없는데?",1
",",Punctuation,"824,조회수 무엇",1
",",Punctuation,"825,ㅗㅜㅑㅗㅜㅑ",1
",",Punctuation,"826,은솔로 2300만조회수면 얼마벌었누 ?",1
",",Punctuation,"827,Her name?",1
",",Punctuation,"828,브금 뭐임",1
",",Punctuation,"829,핡",1
",",Punctuation,"830,한국에도 저렇게 예쁜여자가 만네 ..",1
",",Punctuation,"831,노래뭘까요",1
",",Punctuation,"832,song name?",1
",",Punctuation,"833,오",1
",",Punctuation,"834,What's her name?",1
",",Punctuation,"835,이브금 뭐임???",1
",",Punctuation,"836,小狐狸精 待老衲收了你！",1
",",Punctuation,"837,밤비노 안비노?",1
",",Punctuation,"838,여기도 맷퇘지들 있네",1
",",Punctuation,"839,몸매존나좋네",1
",",Punctuation,"84,이게 진짜 십 레전드다",1
",",Punctuation,"840,ㄲㅇㄹ",1
",",Punctuation,"841,はー抜いてくるか",1
",",Punctuation,"842,이 노래 제목 뭔지 아는사람??",1
",",Punctuation,"843,She has no energy and facial expression when she's dancing and it's only her clothes that attract people. ",1
",",Punctuation,"844,아담하니 잘빠졋네",1
",",Punctuation,"845,노래 제목이 뭐죠",1
",",Punctuation,"846,Eu sou um comentário em português 😚",1
",",Punctuation,"847,This is comment.",1
",",Punctuation,"848,韓国のアイドルは見せてなんぼやな",1
",",Punctuation,"849,난 여잔데 왜 계속 들어오는거지",1
",",Punctuation,"85,""i'm straight, but i'm not straight for korean girls""",1
",",Punctuation,"850,이노래 뭐임?",1
",",Punctuation,"851,먹을만하네",1
",",Punctuation,"852,자우림 닮음",1
",",Punctuation,"853,섯다 bro",1
",",Punctuation,"854,섹시",1
",",Punctuation,"855,싫으면 다른일을하지 왜;",1
",",Punctuation,"856,Ah Daniel prro te la andas galando",1
",",Punctuation,"857,애들아나는 성드립이고 뭐고안할게 근데 고추가 1시간동안 안가라앉아 이영상은..",1
",",Punctuation,"858,보 뎅 흔드네",1
",",Punctuation,"859,인터뷰영상 보고왔습니다 제발 악플 성희롱댓글좀 그만다세요;;",1
",",Punctuation,"86,📲Congratulations   !",1
",",Punctuation,"860,악플 다는 사람들 신고합니다 진짜 악플 다는 사람들은 남 잘되는 꼴 못보는 사람들인듯 악플 적을시간에 자기관리나 할것 이지 꼭 사람을 울려야 되겠냐 악플러들아?",1
",",Punctuation,"861,😮",1
",",Punctuation,"862,근데 이노래 아시는분? 노래제목좀 알려주세요",1
",",Punctuation,"863,댓글  꼬라지가 뷴테들이넼",1
",",Punctuation,"864,what is her name ???",1
",",Punctuation,"865,누나.아쌋다..",1
",",Punctuation,"866,bgm?",1
",",Punctuation,"867,깨깨로",1
",",Punctuation,"868,꺼어억~~ 오늘도 고생했다",1
",",Punctuation,"869,nice dance",1
",",Punctuation,"87,Why so beautiful",1
",",Punctuation,"870,이 노래이름 머임?",1
",",Punctuation,"871,노래뭔지아시는분",1
",",Punctuation,"872,난 여잔데 땡기네.남친 할사람 답글 달아주세요.",1
",",Punctuation,"873,From gay to straight looking sexy girl",1
",",Punctuation,"874,이거 브금 제목 아시는분",1
",",Punctuation,"875,O my god",1
