형태소,품사,분류,카운트
fesse,Alpha,Le roi du twerk !!!!tellement belle fesse,1
ff,Alpha,izaquin ff,1
fights,Alpha,Me - fights everyone around me while I'm screaming out to Jay,2
figo,Alpha,"1261,Quanto è figo diocristo",1
figo,Alpha,Quanto è figo diocristo,1
film,Alpha,"1129,""oof it's so sad how everyone was just focusing to film it instead of enjoying the night and the song, the crowd was a little dead but idk just my opinion""",1
film,Alpha,"803,You’d expect everyone to grind on each other to this song ESPECIALLY in Octagon but everyone’s like nah fam imma film this greek god skjsjshsj",1
film,Alpha,You’d expect everyone to grind on each other to this song ESPECIALLY in Octagon but everyone’s like nah fam imma film this greek god skjsjshsj,1
film,Alpha,"oof it's so sad how everyone was just focusing to film it instead of enjoying the night and the song, the crowd was a little dead but idk just my opinion",1
finally,Alpha,"164,Me😁😁 after finally finding a English comment",1
finally,Alpha,Me😁😁 after finally finding a English comment,1
find,Alpha,1:45 the security looking up at him had me dead lml it’s like he tryna find out what jays secrets to getting thousands of girls screaming his name is,1
find,Alpha,"208,1:45 the security looking up at him had me dead lml it’s like he tryna find out what jays secrets to getting thousands of girls screaming his name is",1
finding,Alpha,"164,Me😁😁 after finally finding a English comment",1
finding,Alpha,Me😁😁 after finally finding a English comment,1
fine,Alpha,"1009,damn he so fine 💓💓🔥",1
fine,Alpha,"290,boyyyyyyyy he getting thicccc oof yes! fine man fine man FINE MAN.",2
fine,Alpha,"315,Hes so fine and he knows it",1
fine,Alpha,"377,That is one extremely fine Asian man.",1
fine,Alpha,Hes so fine and he knows it,1
fine,Alpha,That is one extremely fine Asian man.,1
fine,Alpha,boyyyyyyyy he getting thicccc oof yes! fine man fine man FINE MAN.,2
fine,Alpha,damn he so fine 💓💓🔥,1
fire,Alpha,"171,september earth wind and fire",1
fire,Alpha,september earth wind and fire,1
flaunt,Alpha,"516,""If you got it, flaunt it... That body with those  tatoos. 😳😳😳 topless performances should be a pre-requisite for all male kpop artists... Don't you think? 😅 sorry Imma perv...""",1
flaunt,Alpha,"If you got it, flaunt it... That body with those  tatoos. 😳😳😳 topless performances should be a pre-requisite for all male kpop artists... Don't you think? 😅 sorry Imma perv...",1
flipando,Alpha,"135,Los guardias se quedaran flipando JAJAJAJA",1
flipando,Alpha,Los guardias se quedaran flipando JAJAJAJA,1
flower,Alpha,flower pig,1
focusing,Alpha,"1129,""oof it's so sad how everyone was just focusing to film it instead of enjoying the night and the song, the crowd was a little dead but idk just my opinion""",1
focusing,Alpha,"oof it's so sad how everyone was just focusing to film it instead of enjoying the night and the song, the crowd was a little dead but idk just my opinion",1
fooffoo,Alpha,fooffoo f,1
for,Alpha,"145,""The last song, is like, he is checking for a """"V"""" to have a good night with.  GENIUS JAY""",1
for,Alpha,"1463,Is this appropriate for 10 yr olds?",1
for,Alpha,"203,I am the English comment you are looking for. Xd",1
for,Alpha,"408,Korean funny man take shirt off and people go :) thank you funny Korean man sorry for bed English",1
for,Alpha,"516,""If you got it, flaunt it... That body with those  tatoos. 😳😳😳 topless performances should be a pre-requisite for all male kpop artists... Don't you think? 😅 sorry Imma perv...""",1
for,Alpha,"571,for what?",1
for,Alpha,I am the English comment you are looking for. Xd,1
for,Alpha,"If you got it, flaunt it... That body with those  tatoos. 😳😳😳 topless performances should be a pre-requisite for all male kpop artists... Don't you think? 😅 sorry Imma perv...",1
for,Alpha,Is this appropriate for 10 yr olds?,1
for,Alpha,Korean funny man take shirt off and people go :) thank you funny Korean man sorry for bed English,1
for,Alpha,"The last song, is like, he is checking for a """"V"""" to have a good night with.  GENIUS JAY",1
for,Alpha,breathing is for the weak,1
for,Alpha,for what?,1
forecast,Alpha,pred_forecast,1
forever,Alpha,"1015,Him yelling GODDAMN is gonna haunt me forever",1
forever,Alpha,Him yelling GODDAMN is gonna haunt me forever,1
forget,Alpha,"114,I almost forget to blink my eyes😭🤣",1
forget,Alpha,I almost forget to blink my eyes😭🤣,1
forget,Alpha,forget 45,1
forgot,Alpha,"69,I almost forgot to watch this today",1
forgot,Alpha,I almost forgot to watch this today,1
freaking,Alpha,"654,He's freaking hot",1
freaking,Alpha,He's freaking hot,1
friday,Alpha,"49,quem também veio depois da  hiphop friday interview?😹😹",1
friday,Alpha,quem também veio depois da  hiphop friday interview?😹😹,1
from,Alpha,"1211,1:41 the bodyguard's taking notes from Jay",1
from,Alpha,"184,He's looking like Mark from got7",1
from,Alpha,1:41 the bodyguard's taking notes from Jay,1
from,Alpha,"395,Good thing he get out from JYP... sooo hot so handsome and the music omg I can’t stop dancing and singing",1
from,Alpha,"62,Now i see where those thirst tweets coming from. Hahahaha",1
from,Alpha,Good thing he get out from JYP... sooo hot so handsome and the music omg I can’t stop dancing and singing,1
from,Alpha,He's looking like Mark from got7,1
from,Alpha,Now i see where those thirst tweets coming from. Hahahaha,1
from,Alpha,View 10 replies from rnb4eva and others,2
from,Alpha,View 15 replies from rnb4eva and others,1
from,Alpha,View 2 replies from rnb4eva and others,18
from,Alpha,View 23 replies from rnb4eva and others,1
from,Alpha,View 26 replies from rnb4eva and others,1
from,Alpha,View 3 replies from rnb4eva and others,10
from,Alpha,View 333 replies from rnb4eva and others,1
from,Alpha,View 37 replies from rnb4eva and others,1
from,Alpha,View 4 replies from rnb4eva and others,2
from,Alpha,View 48 replies from rnb4eva and others,1
from,Alpha,View 5 replies from rnb4eva and others,2
from,Alpha,View 6 replies from rnb4eva and others,2
from,Alpha,View 9 replies from rnb4eva and others,1
from,Alpha,View reply from rnb4eva,267
front,Alpha,"1475,I don't see anybody dancing ... only holding cameras ... that's too bad he's right in front of you why put a phone between you and him",1
front,Alpha,I don't see anybody dancing ... only holding cameras ... that's too bad he's right in front of you why put a phone between you and him,1
fuertisimo,Alpha,"134,Uuuuf está fuertisimo el amigo!!! 😼Unas ganas de pasar mis manitos por ese abdomen! 😈",1
fuertisimo,Alpha,Uuuuf está fuertisimo el amigo!!! 😼Unas ganas de pasar mis manitos por ese abdomen! 😈,1
fuk,Alpha,"38,Wish i was the cameraman.. I cry and giggle at the same time fuk😢",1
fuk,Alpha,Wish i was the cameraman.. I cry and giggle at the same time fuk😢,1
funny,Alpha,"408,Korean funny man take shirt off and people go :) thank you funny Korean man sorry for bed English",2
funny,Alpha,Korean funny man take shirt off and people go :) thank you funny Korean man sorry for bed English,2
fvllenanqel,Alpha,Ain fvllenanqel,1
fxnxy,Alpha,ig: fxnxy_child,1
g,Alpha,"1127,""ôi cái quần trong mất thẨm mỹ quá. nhưg k sao hết, anh vẫn đẹp :)))))""",1
g,Alpha,Bikash T.m.g,1
g,Alpha,g g,2
g,Alpha,"ôi cái quần trong mất thẨm mỹ quá. nhưg k sao hết, anh vẫn đẹp :)))))",1
ga,Alpha,ga1983ram,1
gaaaaah,Alpha,"162,""1:22 and everytime he turns around I can see those back dimples, my gaaaaah""",1
gaaaaah,Alpha,"1:22 and everytime he turns around I can see those back dimples, my gaaaaah",1
gain,Alpha,"1081,He gain some. Weight",1
gain,Alpha,He gain some. Weight,1
ganas,Alpha,"134,Uuuuf está fuertisimo el amigo!!! 😼Unas ganas de pasar mis manitos por ese abdomen! 😈",1
ganas,Alpha,Uuuuf está fuertisimo el amigo!!! 😼Unas ganas de pasar mis manitos por ese abdomen! 😈,1
gay,Alpha,"148,""2:08 even the cameraman be like """"Damn, I'm gay now"""" haha we feel u.""",1
gay,Alpha,"224,""The security guard is like """"wtf is happening here/I'm gay""""""",1
gay,Alpha,"2:08 even the cameraman be like """"Damn, I'm gay now"""" haha we feel u.",1
gay,Alpha,"The security guard is like """"wtf is happening here/I'm gay""""",1
gel,Alpha,"1343,koca istiyom gel beni al",1
gel,Alpha,koca istiyom gel beni al,1
get,Alpha,"138,""its crazy how his most """"famous"""" songs are joah - the lovely mellow romantic song and then you have mommae - which is on the opposite end of the spectrum XD go get it jay!""",1
get,Alpha,"395,Good thing he get out from JYP... sooo hot so handsome and the music omg I can’t stop dancing and singing",1
get,Alpha,Good thing he get out from JYP... sooo hot so handsome and the music omg I can’t stop dancing and singing,1
get,Alpha,"its crazy how his most """"famous"""" songs are joah - the lovely mellow romantic song and then you have mommae - which is on the opposite end of the spectrum XD go get it jay!",1
gets,Alpha,"137,The only song that gets performed shirtless",1
gets,Alpha,1:15 this part always gets me. :P unf!!,1
gets,Alpha,"787,1:15 this part always gets me. :P unf!!",1
gets,Alpha,The only song that gets performed shirtless,1
getting,Alpha,1:45 the security looking up at him had me dead lml it’s like he tryna find out what jays secrets to getting thousands of girls screaming his name is,1
getting,Alpha,"208,1:45 the security looking up at him had me dead lml it’s like he tryna find out what jays secrets to getting thousands of girls screaming his name is",1
getting,Alpha,"290,boyyyyyyyy he getting thicccc oof yes! fine man fine man FINE MAN.",1
getting,Alpha,boyyyyyyyy he getting thicccc oof yes! fine man fine man FINE MAN.,1
gi,Alpha,i gi,1
giggle,Alpha,"38,Wish i was the cameraman.. I cry and giggle at the same time fuk😢",1
giggle,Alpha,Wish i was the cameraman.. I cry and giggle at the same time fuk😢,1
gini,Alpha,"1437,lbh suka dia yg lbh ber isi kaya gini",1
gini,Alpha,"999,jiwa taurus suka gini",1
gini,Alpha,jiwa taurus suka gini,1
gini,Alpha,lbh suka dia yg lbh ber isi kaya gini,1
girl,Alpha,"1031,That girl that yelled 멋있다 is a mood loool",1
girl,Alpha,"1119,""The girl say :",1
girl,Alpha,"393,I thought he was gonna say that some girl has a sexy phone",1
girl,Alpha,"61,""jay park : points at me """"u so sexy girl"""" ",1
girl,Alpha,I thought he was gonna say that some girl has a sexy phone,1
girl,Alpha,That girl that yelled 멋있다 is a mood loool,1
girl,Alpha,The girl say :,1
girl,Alpha,"jay park : points at me """"u so sexy girl"""" ",1
girl,Alpha,wolfgang girl,1
girls,Alpha,"1398,He twerks better than most girls",1
girls,Alpha,1:45 the security looking up at him had me dead lml it’s like he tryna find out what jays secrets to getting thousands of girls screaming his name is,1
girls,Alpha,"208,1:45 the security looking up at him had me dead lml it’s like he tryna find out what jays secrets to getting thousands of girls screaming his name is",1
girls,Alpha,"292,Those lil girls",1
girls,Alpha,He twerks better than most girls,1
girls,Alpha,Those lil girls,1
glad,Alpha,"1054,I'm glad he left 2pm",1
glad,Alpha,"1132,There was no reason to take his shirt off ... But I'm glad he did",1
glad,Alpha,I'm glad he left 2pm,1
glad,Alpha,There was no reason to take his shirt off ... But I'm glad he did,1
glo,Alpha,[허니제이] glo MIX MAX New Wave Party ll 몸매,1
go,Alpha,"1052,where did my wig go",1
go,Alpha,"138,""its crazy how his most """"famous"""" songs are joah - the lovely mellow romantic song and then you have mommae - which is on the opposite end of the spectrum XD go get it jay!""",1
go,Alpha,"408,Korean funny man take shirt off and people go :) thank you funny Korean man sorry for bed English",1
go,Alpha,"88,everybody knows what’s about to go down when they hear that beat",1
go,Alpha,Korean funny man take shirt off and people go :) thank you funny Korean man sorry for bed English,1
go,Alpha,everybody knows what’s about to go down when they hear that beat,1
go,Alpha,"its crazy how his most """"famous"""" songs are joah - the lovely mellow romantic song and then you have mommae - which is on the opposite end of the spectrum XD go get it jay!",1
go,Alpha,where did my wig go,1
god,Alpha,"328,The best part is when we gone NUTS . Jay Stop the bloody killing us oh my god.",1
god,Alpha,"803,You’d expect everyone to grind on each other to this song ESPECIALLY in Octagon but everyone’s like nah fam imma film this greek god skjsjshsj",1
god,Alpha,The best part is when we gone NUTS . Jay Stop the bloody killing us oh my god.,1
god,Alpha,You’d expect everyone to grind on each other to this song ESPECIALLY in Octagon but everyone’s like nah fam imma film this greek god skjsjshsj,1
god,Alpha,baby god,2
gods,Alpha,"53,he really be built like he's sculpted by the highest gods",1
gods,Alpha,he really be built like he's sculpted by the highest gods,1
going,Alpha,"50,""when jay park takes off his shirt, you know it’s going down""",1
going,Alpha,"when jay park takes off his shirt, you know it’s going down",1
gold,Alpha,Madi_ gold,1
golden,Alpha,golden nxtae,1
gomes,Alpha,Diana gomes Dos Santos,1
gomes,Alpha,leticia gomes,1
gone,Alpha,"328,The best part is when we gone NUTS . Jay Stop the bloody killing us oh my god.",1
gone,Alpha,The best part is when we gone NUTS . Jay Stop the bloody killing us oh my god.,1
gonna,Alpha,"1015,Him yelling GODDAMN is gonna haunt me forever",1
gonna,Alpha,"393,I thought he was gonna say that some girl has a sexy phone",1
gonna,Alpha,"83,The shirtless one among aomg is always gonna be jaypark",1
gonna,Alpha,Him yelling GODDAMN is gonna haunt me forever,1
gonna,Alpha,I thought he was gonna say that some girl has a sexy phone,1
gonna,Alpha,The shirtless one among aomg is always gonna be jaypark,1
good,Alpha,"145,""The last song, is like, he is checking for a """"V"""" to have a good night with.  GENIUS JAY""",1
good,Alpha,"187,He sounds soo good!",1
good,Alpha,He sounds soo good!,1
good,Alpha,"The last song, is like, he is checking for a """"V"""" to have a good night with.  GENIUS JAY",1
gostosin,Alpha,"1361,Jay is gostosin",1
gostosin,Alpha,Jay is gostosin,1
gostoso,Alpha,"1180,Como pode ser tão gostoso Assim senhor ❤️🌚",1
gostoso,Alpha,Como pode ser tão gostoso Assim senhor ❤️🌚,1
got,Alpha,"1212,Jay park got fat 😂💗",1
got,Alpha,"1485,Deadass the Koreans in the comment section got more likes LMAO😬",1
got,Alpha,"184,He's looking like Mark from got7",1
got,Alpha,"235,I must have been on a different planet when jay got this thick😂😂😂💀",1
got,Alpha,"373,Live performances of this song always got me feeling some typa wayy👀💦",1
got,Alpha,"516,""If you got it, flaunt it... That body with those  tatoos. 😳😳😳 topless performances should be a pre-requisite for all male kpop artists... Don't you think? 😅 sorry Imma perv...""",1
got,Alpha,"910,Is it me or jay got thick",1
got,Alpha,Deadass the Koreans in the comment section got more likes LMAO😬,1
got,Alpha,He's looking like Mark from got7,1
got,Alpha,I must have been on a different planet when jay got this thick😂😂😂💀,1
got,Alpha,"If you got it, flaunt it... That body with those  tatoos. 😳😳😳 topless performances should be a pre-requisite for all male kpop artists... Don't you think? 😅 sorry Imma perv...",1
got,Alpha,Is it me or jay got thick,1
got,Alpha,Jay park got fat 😂💗,1
got,Alpha,Live performances of this song always got me feeling some typa wayy👀💦,1
gothy,Alpha,gothy mcthotty,1
greek,Alpha,"803,You’d expect everyone to grind on each other to this song ESPECIALLY in Octagon but everyone’s like nah fam imma film this greek god skjsjshsj",1
greek,Alpha,You’d expect everyone to grind on each other to this song ESPECIALLY in Octagon but everyone’s like nah fam imma film this greek god skjsjshsj,1
grind,Alpha,"803,You’d expect everyone to grind on each other to this song ESPECIALLY in Octagon but everyone’s like nah fam imma film this greek god skjsjshsj",1
grind,Alpha,You’d expect everyone to grind on each other to this song ESPECIALLY in Octagon but everyone’s like nah fam imma film this greek god skjsjshsj,1
gritarle,Alpha,"Es tan sexy, como no gritarle como loca.",1
gritarle,Alpha,"Es tan sexy, como no gritarle como loca.""",1
griten,Alpha,"1024,""A este hombre le gusta que le griten.",1
griten,Alpha,A este hombre le gusta que le griten.,1
group,Alpha,"1128,What is this group???",1
group,Alpha,What is this group???,1
guard,Alpha,"224,""The security guard is like """"wtf is happening here/I'm gay""""""",1
guard,Alpha,"The security guard is like """"wtf is happening here/I'm gay""""",1
guardias,Alpha,"135,Los guardias se quedaran flipando JAJAJAJA",1
guardias,Alpha,Los guardias se quedaran flipando JAJAJAJA,1
guards,Alpha,"763,""I’m laughing at the security guards lol, they’re like wtf. And the cameraman looks so thirsty haha 😂😂😂""",1
guards,Alpha,"I’m laughing at the security guards lol, they’re like wtf. And the cameraman looks so thirsty haha 😂😂😂",1
gusta,Alpha,"1024,""A este hombre le gusta que le griten.",1
gusta,Alpha,A este hombre le gusta que le griten.,1
guy,Alpha,"1006,Can this guy keep a shirt on 😂😂😂😂",1
guy,Alpha,"1166,this guy is allergic to shirts",1
guy,Alpha,"943,Most sexiest guy on earth !",1
guy,Alpha,Can this guy keep a shirt on 😂😂😂😂,1
guy,Alpha,Most sexiest guy on earth !,1
guy,Alpha,this guy is allergic to shirts,1
gx,Alpha,HJK gx,1
h,Alpha,"1127,""ôi cái quần trong mất thẨm mỹ quá. nhưg k sao hết, anh vẫn đẹp :)))))""",1
h,Alpha,__natsumi.h__,1
h,Alpha,tormentitah h,1
h,Alpha,"ôi cái quần trong mất thẨm mỹ quá. nhưg k sao hết, anh vẫn đẹp :)))))",1
had,Alpha,1:45 the security looking up at him had me dead lml it’s like he tryna find out what jays secrets to getting thousands of girls screaming his name is,1
had,Alpha,"208,1:45 the security looking up at him had me dead lml it’s like he tryna find out what jays secrets to getting thousands of girls screaming his name is",1
had,Alpha,me : had cardiac arrest on the spot,1
had,Alpha,"me : had cardiac arrest on the spot""",1
haha,Alpha,"148,""2:08 even the cameraman be like """"Damn, I'm gay now"""" haha we feel u.""",1
haha,Alpha,"1:26 I'm recommend """"kuay"""" This is bad word in thai it mean penis ควย please remember this is bad word in thai haha🤣 but if you sing it not problem",1
haha,Alpha,"2:08 even the cameraman be like """"Damn, I'm gay now"""" haha we feel u.",1
haha,Alpha,"74,""1:26 I'm recommend """"kuay"""" This is bad word in thai it mean penis ควย please remember this is bad word in thai haha🤣 but if you sing it not problem""",1
haha,Alpha,"763,""I’m laughing at the security guards lol, they’re like wtf. And the cameraman looks so thirsty haha 😂😂😂""",1
haha,Alpha,"I’m laughing at the security guards lol, they’re like wtf. And the cameraman looks so thirsty haha 😂😂😂",1
hahaha,Alpha,"1150,i can't with the bouncer/bodyguard looking at him like judging him hahaha",1
hahaha,Alpha,i can't with the bouncer/bodyguard looking at him like judging him hahaha,1
hair,Alpha,"302,You cannot deny his blonde hair looks so damn sexy 😍😍😍",1
hair,Alpha,"343,Jay could bring back the blonde hair and I would say YES SIRRR",1
hair,Alpha,Jay could bring back the blonde hair and I would say YES SIRRR,1
hair,Alpha,You cannot deny his blonde hair looks so damn sexy 😍😍😍,1
han,Alpha,selina han,1
hand,Alpha,"72,Damn that last hand part with the beat🔥🔥",1
hand,Alpha,Damn that last hand part with the beat🔥🔥,1
handsome,Alpha,"209,Very handsome and sexy",1
handsome,Alpha,"395,Good thing he get out from JYP... sooo hot so handsome and the music omg I can’t stop dancing and singing",1
handsome,Alpha,Good thing he get out from JYP... sooo hot so handsome and the music omg I can’t stop dancing and singing,1
handsome,Alpha,Very handsome and sexy,1
happening,Alpha,"224,""The security guard is like """"wtf is happening here/I'm gay""""""",1
happening,Alpha,"The security guard is like """"wtf is happening here/I'm gay""""",1
happy,Alpha, happy birthday jay park🎂🎉,1
happy,Alpha," happy birthday jay park🎂🎉""",1
has,Alpha,"181,man has so much power damn",1
has,Alpha,"393,I thought he was gonna say that some girl has a sexy phone",1
has,Alpha,"624,just takes of shirt every time  nothing  wrong just jay park your awesome just almost every performance has shirt of awesome jay park",1
has,Alpha,I thought he was gonna say that some girl has a sexy phone,1
has,Alpha,just takes of shirt every time  nothing  wrong just jay park your awesome just almost every performance has shirt of awesome jay park,1
has,Alpha,man has so much power damn,1
haunt,Alpha,"1015,Him yelling GODDAMN is gonna haunt me forever",1
haunt,Alpha,Him yelling GODDAMN is gonna haunt me forever,1
have,Alpha,"138,""its crazy how his most """"famous"""" songs are joah - the lovely mellow romantic song and then you have mommae - which is on the opposite end of the spectrum XD go get it jay!""",1
have,Alpha,"1421,i have a new sugar Daddy",1
have,Alpha,"145,""The last song, is like, he is checking for a """"V"""" to have a good night with.  GENIUS JAY""",1
have,Alpha,"235,I must have been on a different planet when jay got this thick😂😂😂💀",1
have,Alpha,"450,""if i was there, i would have died..so hot!""",1
have,Alpha,I must have been on a different planet when jay got this thick😂😂😂💀,1
have,Alpha,Nevermind ... I'll take whatever logic you have right now. Kyaaaaaa~,2
have,Alpha,"The last song, is like, he is checking for a """"V"""" to have a good night with.  GENIUS JAY",1
have,Alpha,i have a new sugar Daddy,1
have,Alpha,"if i was there, i would have died..so hot!",1
have,Alpha,"its crazy how his most """"famous"""" songs are joah - the lovely mellow romantic song and then you have mommae - which is on the opposite end of the spectrum XD go get it jay!",1
hay,Alpha,"1027,hay... mis ovarios!😈😈",1
hay,Alpha,"676,joder! no hay nadie mas sexy y mas tremendo que Jay Park lol",1
hay,Alpha,hay... mis ovarios!😈😈,1
hay,Alpha,joder! no hay nadie mas sexy y mas tremendo que Jay Park lol,1
hc,Alpha,_ 375hc,1
he,Alpha,"1009,damn he so fine 💓💓🔥",1
he,Alpha,"1014,""When he twerk I was like",1
he,Alpha,"1021,When he move that butt I die 💔",1
he,Alpha,"1025,I think Jay is super hot but something in me feels like he's really narcissistic",1
he,Alpha,"1054,I'm glad he left 2pm",1
he,Alpha,"1132,There was no reason to take his shirt off ... But I'm glad he did",1
he,Alpha,"1190,he is C   cup",1
he,Alpha,"127,I couldn't concentrate on the lyrics as he was shirtless.",1
he,Alpha,"133,why he standing like that in the thumbnail 😭😭",1
he,Alpha,"145,""The last song, is like, he is checking for a """"V"""" to have a good night with.  GENIUS JAY""",1
he,Alpha,"1475,I don't see anybody dancing ... only holding cameras ... that's too bad he's right in front of you why put a phone between you and him",1
he,Alpha,"162,""1:22 and everytime he turns around I can see those back dimples, my gaaaaah""",1
he,Alpha,"177,When he thinks he's Shakira at @0:55 😂",2
he,Alpha,"188,he’s so hot",1
he,Alpha,"191,How is he 30 though?! He looks younger than me and I’m 25",1
he,Alpha,"1:22 and everytime he turns around I can see those back dimples, my gaaaaah",1
he,Alpha,1:45 the security looking up at him had me dead lml it’s like he tryna find out what jays secrets to getting thousands of girls screaming his name is,1
he,Alpha,"205,Feeling like he's drunk 😂😂😂jay always impress us 😚😚",1
he,Alpha,"208,1:45 the security looking up at him had me dead lml it’s like he tryna find out what jays secrets to getting thousands of girls screaming his name is",1
he,Alpha,"27,""I swear whenever this song come up, he takes off his shirt""",1
he,Alpha,"290,boyyyyyyyy he getting thicccc oof yes! fine man fine man FINE MAN.",1
he,Alpha,2:08 even the camera man knows he's hot.,1
he,Alpha,2:12 what did he say,1
he,Alpha,"310,he already looked hot in that black shirt & hotter without it 💓",1
he,Alpha,"315,Hes so fine and he knows it",1
he,Alpha,"349,2:12 what did he say",1
he,Alpha,"37,When he shakes his butt my heart shakes with him OMG😂❤💃↘⬆➡⬇⬆↘⬇➡",1
he,Alpha,"393,I thought he was gonna say that some girl has a sexy phone",1
he,Alpha,"395,Good thing he get out from JYP... sooo hot so handsome and the music omg I can’t stop dancing and singing",1
he,Alpha,"53,he really be built like he's sculpted by the highest gods",2
he,Alpha,"618,love how he always take off his shirt. So hot!",1
he,Alpha,"686,2:08 even the camera man knows he's hot.",1
he,Alpha,"713,i cant believe jay park turned me straight! okay not really but he popped off!",1
he,Alpha,"797,OMG he's sooooo sexy & hot hot hot jay iluv u",1
he,Alpha,Feeling like he's drunk 😂😂😂jay always impress us 😚😚,1
he,Alpha,Good thing he get out from JYP... sooo hot so handsome and the music omg I can’t stop dancing and singing,1
he,Alpha,Hes so fine and he knows it,1
he,Alpha,How is he 30 though?! He looks younger than me and I’m 25,1
he,Alpha,I couldn't concentrate on the lyrics as he was shirtless.,1
he,Alpha,I don't see anybody dancing ... only holding cameras ... that's too bad he's right in front of you why put a phone between you and him,1
he,Alpha,"I swear whenever this song come up, he takes off his shirt",1
he,Alpha,I think Jay is super hot but something in me feels like he's really narcissistic,1
he,Alpha,I thought he was gonna say that some girl has a sexy phone,1
he,Alpha,I'm glad he left 2pm,1
he,Alpha,OMG he's sooooo sexy & hot hot hot jay iluv u,1
he,Alpha,"The last song, is like, he is checking for a """"V"""" to have a good night with.  GENIUS JAY",1
he,Alpha,There was no reason to take his shirt off ... But I'm glad he did,1
he,Alpha,When he move that butt I die 💔,1
he,Alpha,When he shakes his butt my heart shakes with him OMG😂❤💃↘⬆➡⬇⬆↘⬇➡,1
he,Alpha,When he thinks he's Shakira at @0:55 😂,2
he,Alpha,When he twerk I was like,1
he,Alpha,boyyyyyyyy he getting thicccc oof yes! fine man fine man FINE MAN.,1
he,Alpha,damn he so fine 💓💓🔥,1
he,Alpha,he already looked hot in that black shirt & hotter without it 💓,1
he,Alpha,he is C   cup,1
he,Alpha,he is God,1
he,Alpha,he really be built like he's sculpted by the highest gods,2
he,Alpha,he’s so hot,1
he,Alpha,i cant believe jay park turned me straight! okay not really but he popped off!,1
he,Alpha,love how he always take off his shirt. So hot!,1
he,Alpha,why he standing like that in the thumbnail 😭😭,1
hear,Alpha,"88,everybody knows what’s about to go down when they hear that beat",1
hear,Alpha,everybody knows what’s about to go down when they hear that beat,1
heart,Alpha,"125,my heart-",1
heart,Alpha,"283,Sexy boy kill my heart",1
heart,Alpha,"37,When he shakes his butt my heart shakes with him OMG😂❤💃↘⬆➡⬇⬆↘⬇➡",1
heart,Alpha,Sexy boy kill my heart,1
heart,Alpha,When he shakes his butt my heart shakes with him OMG😂❤💃↘⬆➡⬇⬆↘⬇➡,1
heart,Alpha,my heart-,1
hei,Alpha,jeje hei,1
helen,Alpha,helen,1
here,Alpha,"1059,""His face says baby im yours, his body says your mine, his voice says ima take you right here right now""",1
here,Alpha,"213,im here but i don’t understand one word wtf",1
here,Alpha,"224,""The security guard is like """"wtf is happening here/I'm gay""""""",1
here,Alpha,"97,I came here to see that twerk.🤣🤣❤️",1
here,Alpha,"971,Eveyone is Thirsty here",1
here,Alpha,Eveyone is Thirsty here,1
here,Alpha,"His face says baby im yours, his body says your mine, his voice says ima take you right here right now",1
here,Alpha,I came here to see that twerk.🤣🤣❤️,1
here,Alpha,"The security guard is like """"wtf is happening here/I'm gay""""",1
here,Alpha,im here but i don’t understand one word wtf,1
hermoso,Alpha,"240,""— Ah, King King Jay es tan talentoso y hermoso. 🌚""",1
hermoso,Alpha,"351,Este hombre me mata es tan sexy y hermoso 😍😍😍",1
hermoso,Alpha,"Es tan sexi,hermoso alv es perfecto 😍",1
hermoso,Alpha,"Es tan sexi,hermoso alv es perfecto 😍""",1
hermoso,Alpha,Este hombre me mata es tan sexy y hermoso 😍😍😍,1
hermoso,Alpha,"— Ah, King King Jay es tan talentoso y hermoso. 🌚",1
hey,Alpha,hey me,1
hh,Alpha,hh kk,1
hi,Alpha,"1257,Hi Jay park love youtoo hi cnriy. Omadlao👱💓 nope🚬 senjc 😴",1
hi,Alpha,Hi Jay park love youtoo hi cnriy. Omadlao👱💓 nope🚬 senjc 😴,1
hi,Alpha,jay hi,1
hi,Alpha,몸매(mommae) cover by 이하이 Lee hi,1
highest,Alpha,"53,he really be built like he's sculpted by the highest gods",1
highest,Alpha,he really be built like he's sculpted by the highest gods,1
him,Alpha,"1011,I love everything about him.",1
him,Alpha,"102,i love him",1
him,Alpha,"1043,I wanna see him live omg",1
him,Alpha,"1150,i can't with the bouncer/bodyguard looking at him like judging him hahaha",2
him,Alpha,"1475,I don't see anybody dancing ... only holding cameras ... that's too bad he's right in front of you why put a phone between you and him",1
him,Alpha,1:45 the security looking up at him had me dead lml it’s like he tryna find out what jays secrets to getting thousands of girls screaming his name is,1
him,Alpha,"208,1:45 the security looking up at him had me dead lml it’s like he tryna find out what jays secrets to getting thousands of girls screaming his name is",1
him,Alpha,"37,When he shakes his butt my heart shakes with him OMG😂❤💃↘⬆➡⬇⬆↘⬇➡",1
him,Alpha,"472,He could left me on seen and i will thank him",1
him,Alpha,He could left me on seen and i will thank him,1
him,Alpha,I don't see anybody dancing ... only holding cameras ... that's too bad he's right in front of you why put a phone between you and him,1
him,Alpha,I love everything about him.,1
him,Alpha,I wanna see him live omg,1
him,Alpha,When he shakes his butt my heart shakes with him OMG😂❤💃↘⬆➡⬇⬆↘⬇➡,1
him,Alpha,i can't with the bouncer/bodyguard looking at him like judging him hahaha,2
him,Alpha,i love him,1
himself,Alpha,[ENG SUB] 박재범이 직접 밝힌 타투의 장르와 의미 Jay Park himself reveals the meaning of his tattoos,1
hiphop,Alpha,1.27 Jaypark  พูดว่า  ควยๆๆๆ กุนึกว่าhiphopไทย,1
